ensembl_id,gene_symbol,alias,alias_norm,source
ENSMUSG00000006389,MPL,c-mpl,cmpl,ensembl:mouse
ENSMUSG00000006389,MPL,c-mpl-I,cmpli,ensembl:mouse
ENSMUSG00000006389,MPL,c-mpl-II,cmplii,ensembl:mouse
ENSMUSG00000006389,MPL,CD110,cd110,ensembl:mouse
ENSMUSG00000006389,MPL,hlb219,hlb219,ensembl:mouse
ENSMUSG00000006389,MPL,thrombopoietin receptor,thrombopoietinreceptor,ensembl:mouse
ENSMUSG00000006389,MPL,TPO-R,tpor,ensembl:mouse
ENSMUSG00000066892,FBXL12,3110048D16Rik,3110048d16rik,ensembl:mouse
ENSMUSG00000052736,KLRC2,NKG2C,nkg2c,ensembl:mouse
ENSMUSG00000022545,ERCC4,Xpf,xpf,ensembl:mouse
ENSMUSG00000071715,NCF4,p40phox,p40phox,ensembl:mouse
ENSMUSG00000024218,TAF11,1110038O14Rik,1110038o14rik,ensembl:mouse
ENSMUSG00000024218,TAF11,28kDa,28kda,ensembl:mouse
ENSMUSG00000024218,TAF11,PRO214,pro214,ensembl:mouse
ENSMUSG00000024218,TAF11,TAF2I,taf2i,ensembl:mouse
ENSMUSG00000024218,TAF11,TAFII28,tafii28,ensembl:mouse
ENSMUSG00000040511,PVR,3830421F03Rik,3830421f03rik,ensembl:mouse
ENSMUSG00000040511,PVR,CD155,cd155,ensembl:mouse
ENSMUSG00000040511,PVR,D7Ertd458e,d7ertd458e,ensembl:mouse
ENSMUSG00000040511,PVR,mE4,me4,ensembl:mouse
ENSMUSG00000040511,PVR,necl-5,necl5,ensembl:mouse
ENSMUSG00000040511,PVR,Taa1,taa1,ensembl:mouse
ENSMUSG00000040511,PVR,Tage4,tage4,ensembl:mouse
ENSMUSG00000073730,PPP1R14BL,4933415F23Rik,4933415f23rik,ensembl:mouse
ENSMUSG00000031214,OPHN1,C130037N19Rik,c130037n19rik,ensembl:mouse
ENSMUSG00000031214,OPHN1,Wtgr,wtgr,ensembl:mouse
ENSMUSG00000025236,ADPGK,2610017G09Rik,2610017g09rik,ensembl:mouse
ENSMUSG00000065405,MIR30A,Mirn30a,mirn30a,ensembl:mouse
ENSMUSG00000065405,MIR30A,mmu-mir-30a,mmumir30a,ensembl:mouse
ENSMUSG00000065567,MIR30C-2,mir 30c-2,mir30c2,ensembl:mouse
ENSMUSG00000065567,MIR30C-2,Mirn30c-2,mirn30c2,ensembl:mouse
ENSMUSG00000065567,MIR30C-2,mmu-mir-30c-2,mmumir30c2,ensembl:mouse
ENSMUSG00000026255,EFHD1,4931430I01Rik,4931430i01rik,ensembl:mouse
ENSMUSG00000026255,EFHD1,mitocalcin,mitocalcin,ensembl:mouse
ENSMUSG00000026255,EFHD1,PP3051,pp3051,ensembl:mouse
ENSMUSG00000117438,RPSA-PS7,Gm5498,gm5498,ensembl:mouse
ENSMUSG00000024247,PKDCC,Adtk1,adtk1,ensembl:mouse
ENSMUSG00000024247,PKDCC,ESTM17,estm17,ensembl:mouse
ENSMUSG00000024247,PKDCC,MAd1,mad1,ensembl:mouse
ENSMUSG00000024247,PKDCC,Vlk,vlk,ensembl:mouse
ENSMUSG00000071714,CSF2RB2,AIC2A,aic2a,ensembl:mouse
ENSMUSG00000071714,CSF2RB2,BetaIl3,betail3,ensembl:mouse
ENSMUSG00000071714,CSF2RB2,Bil3,bil3,ensembl:mouse
ENSMUSG00000071714,CSF2RB2,Il3r,il3r,ensembl:mouse
ENSMUSG00000071714,CSF2RB2,Il3rb2,il3rb2,ensembl:mouse
ENSMUSG00000068428,GMNC,Gm606,gm606,ensembl:mouse
ENSMUSG00000068428,GMNC,LOC239789,loc239789,ensembl:mouse
ENSMUSG00000068428,GMNC,LOC385639,loc385639,ensembl:mouse
ENSMUSG00000040498,IGSF23,2210010C17Rik,2210010c17rik,ensembl:mouse
ENSMUSG00000026158,OGFRL1,2210417C17Rik,2210417c17rik,ensembl:mouse
ENSMUSG00000030167,KLRC1,CD159a,cd159a,ensembl:mouse
ENSMUSG00000030167,KLRC1,NKG2A,nkg2a,ensembl:mouse
ENSMUSG00000030167,KLRC1,NKG2B,nkg2b,ensembl:mouse
ENSMUSG00000094256,RPL21-PS7,Gm5816,gm5816,ensembl:mouse
ENSMUSG00000024219,ANKS1,Odin,odin,ensembl:mouse
ENSMUSG00000030541,IDH2,Idh-2,idh2,ensembl:mouse
ENSMUSG00000030541,IDH2,IDPm,idpm,ensembl:mouse
ENSMUSG00000026156,B3GAT2,GlcAT-S,glcats,ensembl:mouse
ENSMUSG00000035692,ISG15,G1p2,g1p2,ensembl:mouse
ENSMUSG00000052276,OSTN,musclin,musclin,ensembl:mouse
ENSMUSG00000052276,OSTN,Ostc,ostc,ensembl:mouse
ENSMUSG00000078486,PERM1,2310042D19Rik,2310042d19rik,ensembl:mouse
ENSMUSG00000032131,ABCG4,6430517O04Rik,6430517o04rik,ensembl:mouse
ENSMUSG00000053702,NEBL,1200007O21Rik,1200007o21rik,ensembl:mouse
ENSMUSG00000053702,NEBL,A630080F05Rik,a630080f05rik,ensembl:mouse
ENSMUSG00000053702,NEBL,D830029A09Rik,d830029a09rik,ensembl:mouse
ENSMUSG00000053702,NEBL,Lnebl,lnebl,ensembl:mouse
ENSMUSG00000033191,TIE1,D430008P04Rik,d430008p04rik,ensembl:mouse
ENSMUSG00000033191,TIE1,TIE,tie,ensembl:mouse
ENSMUSG00000033191,TIE1,tie-1,tie1,ensembl:mouse
ENSMUSG00000056423,UTS2B,Urp,urp,ensembl:mouse
ENSMUSG00000056423,UTS2B,Uts2d,uts2d,ensembl:mouse
ENSMUSG00000073481,MTARC2,2810484M10Rik,2810484m10rik,ensembl:mouse
ENSMUSG00000073481,MTARC2,Marc2,marc2,ensembl:mouse
ENSMUSG00000073481,MTARC2,Mosc2,mosc2,ensembl:mouse
ENSMUSG00000009569,MRTFB,Gt4-1,gt41,ensembl:mouse
ENSMUSG00000009569,MRTFB,Mkl2,mkl2,ensembl:mouse
ENSMUSG00000009569,MRTFB,MRTF-B,mrtfb,ensembl:mouse
ENSMUSG00000119242,MIR7676-1,mmu-mir-7676-1,mmumir76761,ensembl:mouse
ENSMUSG00000022986,KRT75,4732468K03Rik,4732468k03rik,ensembl:mouse
ENSMUSG00000022986,KRT75,K6hf,k6hf,ensembl:mouse
ENSMUSG00000022986,KRT75,Krt2-6hf,krt26hf,ensembl:mouse
ENSMUSG00000022986,KRT75,Krtcap1,krtcap1,ensembl:mouse
ENSMUSG00000070778,RPL7A-PS8,Gm4970,gm4970,ensembl:mouse
ENSMUSG00000070777,CEACAM20,9130012D09Rik,9130012d09rik,ensembl:mouse
ENSMUSG00000018500,ADORA2B,A2b,a2b,ensembl:mouse
ENSMUSG00000018500,ADORA2B,"A2b, Rs",a2brs,ensembl:mouse
ENSMUSG00000018500,ADORA2B,A2BAR,a2bar,ensembl:mouse
ENSMUSG00000018500,ADORA2B,A2BR,a2br,ensembl:mouse
ENSMUSG00000018500,ADORA2B,AA2BR,aa2br,ensembl:mouse
ENSMUSG00000018500,ADORA2B,ARA2B,ara2b,ensembl:mouse
ENSMUSG00000076212,MIR680-1,mir 680-1,mir6801,ensembl:mouse
ENSMUSG00000076212,MIR680-1,Mirn680-1,mirn6801,ensembl:mouse
ENSMUSG00000076212,MIR680-1,mmu-mir-680-1,mmumir6801,ensembl:mouse
ENSMUSG00000040405,HAVCR1,KIM-1,kim1,ensembl:mouse
ENSMUSG00000040405,HAVCR1,TIM-1,tim1,ensembl:mouse
ENSMUSG00000040405,HAVCR1,Timd1,timd1,ensembl:mouse
ENSMUSG00000088559,MIR1981,mmu-mir-1981,mmumir1981,ensembl:mouse
ENSMUSG00000051228,NYX,CLNP,clnp,ensembl:mouse
ENSMUSG00000051228,NYX,CSNB1,csnb1,ensembl:mouse
ENSMUSG00000051228,NYX,CSNB4,csnb4,ensembl:mouse
ENSMUSG00000051228,NYX,nob,nob,ensembl:mouse
ENSMUSG00000043932,KLRI2,A530090P03Rik,a530090p03rik,ensembl:mouse
ENSMUSG00000033147,SLC22A15,2610034P21Rik,2610034p21rik,ensembl:mouse
ENSMUSG00000033147,SLC22A15,A530052I06Rik,a530052i06rik,ensembl:mouse
ENSMUSG00000047694,YIPF6,A430107J06Rik,a430107j06rik,ensembl:mouse
ENSMUSG00000071713,CSF2RB,AIC2B,aic2b,ensembl:mouse
ENSMUSG00000071713,CSF2RB,Bc,bc,ensembl:mouse
ENSMUSG00000071713,CSF2RB,beta c,betac,ensembl:mouse
ENSMUSG00000071713,CSF2RB,CDw131,cdw131,ensembl:mouse
ENSMUSG00000071713,CSF2RB,common beta chain,commonbetachain,ensembl:mouse
ENSMUSG00000071713,CSF2RB,Csf2rb1,csf2rb1,ensembl:mouse
ENSMUSG00000071713,CSF2RB,Il3r,il3r,ensembl:mouse
ENSMUSG00000071713,CSF2RB,Il3rb1,il3rb1,ensembl:mouse
ENSMUSG00000071713,CSF2RB,Il5rb,il5rb,ensembl:mouse
ENSMUSG00000035357,PDZRN3,1110020C07Rik,1110020c07rik,ensembl:mouse
ENSMUSG00000035357,PDZRN3,LNX3,lnx3,ensembl:mouse
ENSMUSG00000035357,PDZRN3,semaphorin cytoplasmic domain-associated protein 3A,semaphorincytoplasmicdomainassociatedprotein3a,ensembl:mouse
ENSMUSG00000035357,PDZRN3,Semcap3,semcap3,ensembl:mouse
ENSMUSG00000048078,TENM4,Doc4,doc4,ensembl:mouse
ENSMUSG00000048078,TENM4,ELM2,elm2,ensembl:mouse
ENSMUSG00000048078,TENM4,l(7)-3Rn,l73rn,ensembl:mouse
ENSMUSG00000048078,TENM4,l7Rn3,l7rn3,ensembl:mouse
ENSMUSG00000048078,TENM4,Odz4,odz4,ensembl:mouse
ENSMUSG00000048078,TENM4,Ten-m4,tenm4,ensembl:mouse
ENSMUSG00000076972,MIR193B,Mirn193b,mirn193b,ensembl:mouse
ENSMUSG00000076972,MIR193B,mmu-mir-193b,mmumir193b,ensembl:mouse
ENSMUSG00000065449,MIR365-1,mir 365-1,mir3651,ensembl:mouse
ENSMUSG00000065449,MIR365-1,Mirn365-1,mirn3651,ensembl:mouse
ENSMUSG00000065449,MIR365-1,mmu-mir-365-1,mmumir3651,ensembl:mouse
ENSMUSG00000099214,MIR6365,mmu-mir-6365,mmumir6365,ensembl:mouse
ENSMUSG00000022685,PARN,1200003I18Rik,1200003i18rik,ensembl:mouse
ENSMUSG00000022685,PARN,DAN,dan,ensembl:mouse
ENSMUSG00000074480,MEX3A,2700083E18Rik,2700083e18rik,ensembl:mouse
ENSMUSG00000074480,MEX3A,Rkhd4,rkhd4,ensembl:mouse
ENSMUSG00000084728,MIR1905,Mirn1905,mirn1905,ensembl:mouse
ENSMUSG00000084728,MIR1905,mmu-mir-1905,mmumir1905,ensembl:mouse
ENSMUSG00000048540,NHLH2,6230401I09Rik,6230401i09rik,ensembl:mouse
ENSMUSG00000048540,NHLH2,bHLHa34,bhlha34,ensembl:mouse
ENSMUSG00000048540,NHLH2,Hen2,hen2,ensembl:mouse
ENSMUSG00000048540,NHLH2,Nscl-2,nscl2,ensembl:mouse
ENSMUSG00000004085,MAP3K20,B230120H23Rik,b230120h23rik,ensembl:mouse
ENSMUSG00000004085,MAP3K20,MLTKalpha,mltkalpha,ensembl:mouse
ENSMUSG00000004085,MAP3K20,MLTKbeta,mltkbeta,ensembl:mouse
ENSMUSG00000004085,MAP3K20,Zak,zak,ensembl:mouse
ENSMUSG00000050854,TMEM125,6330530A05Rik,6330530a05rik,ensembl:mouse
ENSMUSG00000030075,CNTN3,Pang,pang,ensembl:mouse
ENSMUSG00000095567,NOC2L,NIR,nir,ensembl:mouse
ENSMUSG00000014243,ZSWIM7,2410012H22Rik,2410012h22rik,ensembl:mouse
ENSMUSG00000014243,ZSWIM7,SWS1,sws1,ensembl:mouse
ENSMUSG00000025235,BBS4,D9Ertd464e,d9ertd464e,ensembl:mouse
ENSMUSG00000028062,LAMTOR2,2010111E04Rik,2010111e04rik,ensembl:mouse
ENSMUSG00000028062,LAMTOR2,Mapbpip,mapbpip,ensembl:mouse
ENSMUSG00000028062,LAMTOR2,P14,p14,ensembl:mouse
ENSMUSG00000028062,LAMTOR2,Rab25,rab25,ensembl:mouse
ENSMUSG00000028062,LAMTOR2,Robld3,robld3,ensembl:mouse
ENSMUSG00000055546,TIMD4,B430010N18Rik,b430010n18rik,ensembl:mouse
ENSMUSG00000055546,TIMD4,TIM-4,tim4,ensembl:mouse
ENSMUSG00000031217,EFNB1,Cek5 ligand,cek5ligand,ensembl:mouse
ENSMUSG00000031217,EFNB1,Cek5-L,cek5l,ensembl:mouse
ENSMUSG00000031217,EFNB1,EFL-3,efl3,ensembl:mouse
ENSMUSG00000031217,EFNB1,Elk-L,elkl,ensembl:mouse
ENSMUSG00000031217,EFNB1,Epl2,epl2,ensembl:mouse
ENSMUSG00000031217,EFNB1,Eplg2,eplg2,ensembl:mouse
ENSMUSG00000031217,EFNB1,LERK-2,lerk2,ensembl:mouse
ENSMUSG00000031217,EFNB1,Stra1,stra1,ensembl:mouse
ENSMUSG00000027506,TPD52,mD52,md52,ensembl:mouse
ENSMUSG00000034403,PJA1,Praja-1,praja1,ensembl:mouse
ENSMUSG00000046697,ENPP7,Alk-SMase,alksmase,ensembl:mouse
ENSMUSG00000046697,ENPP7,LOC238011,loc238011,ensembl:mouse
ENSMUSG00000019969,PSEN1,Ad3h,ad3h,ensembl:mouse
ENSMUSG00000019969,PSEN1,presenilin-1,presenilin1,ensembl:mouse
ENSMUSG00000019969,PSEN1,PS-1,ps1,ensembl:mouse
ENSMUSG00000019969,PSEN1,S182,s182,ensembl:mouse
ENSMUSG00000084786,UBL5,1110030M22Rik,1110030m22rik,ensembl:mouse
ENSMUSG00000084786,UBL5,BEACON,beacon,ensembl:mouse
ENSMUSG00000084786,UBL5,Ubl5a,ubl5a,ensembl:mouse
ENSMUSG00000022682,RRN3,E130302O19Rik,e130302o19rik,ensembl:mouse
ENSMUSG00000022682,RRN3,TIF-1A,tif1a,ensembl:mouse
ENSMUSG00000028730,CFAP57,1110020C03Rik,1110020c03rik,ensembl:mouse
ENSMUSG00000028730,CFAP57,C130004B06Rik,c130004b06rik,ensembl:mouse
ENSMUSG00000028730,CFAP57,LOC384050,loc384050,ensembl:mouse
ENSMUSG00000028730,CFAP57,Wdr65,wdr65,ensembl:mouse
ENSMUSG00000098533,MIR6373,mmu-mir-6373,mmumir6373,ensembl:mouse
ENSMUSG00000025577,CBX2,M33,m33,ensembl:mouse
ENSMUSG00000071719,NALF2,EG620592,eg620592,ensembl:mouse
ENSMUSG00000071719,NALF2,Fam155b,fam155b,ensembl:mouse
ENSMUSG00000071719,NALF2,Tmem28,tmem28,ensembl:mouse
ENSMUSG00000067599,KLRA7,LGL-1,lgl1,ensembl:mouse
ENSMUSG00000067599,KLRA7,Ly-49G.1,ly49g1,ensembl:mouse
ENSMUSG00000067599,KLRA7,Ly-49G.2,ly49g2,ensembl:mouse
ENSMUSG00000067599,KLRA7,Ly-49G.3,ly49g3,ensembl:mouse
ENSMUSG00000067599,KLRA7,Ly49g,ly49g,ensembl:mouse
ENSMUSG00000059327,EDA,Ed1,ed1,ensembl:mouse
ENSMUSG00000059327,EDA,Eda-A1,edaa1,ensembl:mouse
ENSMUSG00000059327,EDA,Eda-A2,edaa2,ensembl:mouse
ENSMUSG00000059327,EDA,EDA1,eda1,ensembl:mouse
ENSMUSG00000035694,CAPS2,D630005B03Rik,d630005b03rik,ensembl:mouse
ENSMUSG00000023041,KRT6B,Krt2-6b,krt26b,ensembl:mouse
ENSMUSG00000023041,KRT6B,mK6[b],mk6b,ensembl:mouse
ENSMUSG00000038127,CCDC50,2610529H08Rik,2610529h08rik,ensembl:mouse
ENSMUSG00000038127,CCDC50,5730448P06Rik,5730448p06rik,ensembl:mouse
ENSMUSG00000038127,CCDC50,D16Bwg1543e,d16bwg1543e,ensembl:mouse
ENSMUSG00000035112,WNK4,2010002J11Rik,2010002j11rik,ensembl:mouse
ENSMUSG00000035112,WNK4,Prkwnk4,prkwnk4,ensembl:mouse
ENSMUSG00000035493,TGFBI,68kDa,68kda,ensembl:mouse
ENSMUSG00000035493,TGFBI,Beta-ig,betaig,ensembl:mouse
ENSMUSG00000035493,TGFBI,bIG-h3,bigh3,ensembl:mouse
ENSMUSG00000058351,UQCC5,2010107H07Rik,2010107h07rik,ensembl:mouse
ENSMUSG00000058351,UQCC5,Gm41122,gm41122,ensembl:mouse
ENSMUSG00000058351,UQCC5,Smim4,smim4,ensembl:mouse
ENSMUSG00000119810,MIR7676-2,mmu-mir-7676-2,mmumir76762,ensembl:mouse
ENSMUSG00000058354,KRT6A,Krt2-6a,krt26a,ensembl:mouse
ENSMUSG00000058354,KRT6A,Krt2-6c,krt26c,ensembl:mouse
ENSMUSG00000058354,KRT6A,MK6a,mk6a,ensembl:mouse
ENSMUSG00000021996,ESD,Es-10,es10,ensembl:mouse
ENSMUSG00000021996,ESD,Esd,esd,ensembl:mouse
ENSMUSG00000028729,EBNA1BP2,1810014B19Rik,1810014b19rik,ensembl:mouse
ENSMUSG00000028729,EBNA1BP2,B830003A16Rik,b830003a16rik,ensembl:mouse
ENSMUSG00000028729,EBNA1BP2,Ebp2,ebp2,ensembl:mouse
ENSMUSG00000028729,EBNA1BP2,Nobp,nobp,ensembl:mouse
ENSMUSG00000028729,EBNA1BP2,p40,p40,ensembl:mouse
ENSMUSG00000020657,DNAJC27,C330021A05Rik,c330021a05rik,ensembl:mouse
ENSMUSG00000020657,DNAJC27,Rabj,rabj,ensembl:mouse
ENSMUSG00000020657,DNAJC27,Rbj,rbj,ensembl:mouse
ENSMUSG00000062859,TCP11,D17Ken1,d17ken1,ensembl:mouse
ENSMUSG00000062859,TCP11,Tcp-11,tcp11,ensembl:mouse
ENSMUSG00000061527,KRT5,3300001P10Rik,3300001p10rik,ensembl:mouse
ENSMUSG00000061527,KRT5,K5,k5,ensembl:mouse
ENSMUSG00000061527,KRT5,Krt2-5,krt25,ensembl:mouse
ENSMUSG00000061527,KRT5,Tfip8,tfip8,ensembl:mouse
ENSMUSG00000032410,XRN1,Dhm2,dhm2,ensembl:mouse
ENSMUSG00000032410,XRN1,mXrn1,mxrn1,ensembl:mouse
ENSMUSG00000042507,MIDEAS,9430029N19Rik,9430029n19rik,ensembl:mouse
ENSMUSG00000042507,MIDEAS,C130039O16Rik,c130039o16rik,ensembl:mouse
ENSMUSG00000042507,MIDEAS,Elmsan1,elmsan1,ensembl:mouse
ENSMUSG00000062154,CIMIP4,1700061J05Rik,1700061j05rik,ensembl:mouse
ENSMUSG00000062154,CIMIP4,Tex33,tex33,ensembl:mouse
ENSMUSG00000046916,MYCT1,1110020B04Rik,1110020b04rik,ensembl:mouse
ENSMUSG00000046916,MYCT1,MT-MC1,mtmc1,ensembl:mouse
ENSMUSG00000020354,SGCD,delta-SG,deltasg,ensembl:mouse
ENSMUSG00000019772,VIP,"PHI, peptide histidine isoleucine",phipeptidehistidineisoleucine,ensembl:mouse
ENSMUSG00000043698,OR13P10,GA_x6K02T2QD9B-18877756-18876809,gax6k02t2qd9b1887775618876809,ensembl:mouse
ENSMUSG00000043698,OR13P10,IH12,ih12,ensembl:mouse
ENSMUSG00000043698,OR13P10,MOR258-5,mor2585,ensembl:mouse
ENSMUSG00000043698,OR13P10,Olfr62,olfr62,ensembl:mouse
ENSMUSG00000086521,OR13P9-PS1,GA_x6K02T2QD9B-18869754-18870651,gax6k02t2qd9b1886975418870651,ensembl:mouse
ENSMUSG00000086521,OR13P9-PS1,MOR258-4P,mor2584p,ensembl:mouse
ENSMUSG00000086521,OR13P9-PS1,Olfr1343-ps1,olfr1343ps1,ensembl:mouse
ENSMUSG00000043383,OR13P4,GA_x6K02T2QD9B-18856980-18857927,gax6k02t2qd9b1885698018857927,ensembl:mouse
ENSMUSG00000043383,OR13P4,MOR258-3,mor2583,ensembl:mouse
ENSMUSG00000043383,OR13P4,Olfr1342,olfr1342,ensembl:mouse
ENSMUSG00000035681,KCNC2,KShIIIA,kshiiia,ensembl:mouse
ENSMUSG00000035681,KCNC2,Kv3.2,kv32,ensembl:mouse
ENSMUSG00000046790,OR13P3,GA_x6K02T2QD9B-18838170-18837232,gax6k02t2qd9b1883817018837232,ensembl:mouse
ENSMUSG00000046790,OR13P3,MOR258-1,mor2581,ensembl:mouse
ENSMUSG00000046790,OR13P3,Olfr1341,olfr1341,ensembl:mouse
ENSMUSG00000084261,RPL36A-PS4,Gm13635,gm13635,ensembl:mouse
ENSMUSG00000017188,COA3,1810033A19Rik,1810033a19rik,ensembl:mouse
ENSMUSG00000017188,COA3,Ccdc56,ccdc56,ensembl:mouse
ENSMUSG00000017188,COA3,D11Ertd99e,d11ertd99e,ensembl:mouse
ENSMUSG00000055612,CDCA7,2310021G01Rik,2310021g01rik,ensembl:mouse
ENSMUSG00000055612,CDCA7,JPO1,jpo1,ensembl:mouse
ENSMUSG00000070821,OR13P8,GA_x6K02T2QD9B-18823451-18822504,gax6k02t2qd9b1882345118822504,ensembl:mouse
ENSMUSG00000070821,OR13P8,MOR258-6,mor2586,ensembl:mouse
ENSMUSG00000070821,OR13P8,Olfr1340,olfr1340,ensembl:mouse
ENSMUSG00000025578,CBX8,Pc3,pc3,ensembl:mouse
ENSMUSG00000025578,CBX8,polycomb 3,polycomb3,ensembl:mouse
ENSMUSG00000070820,OR13P5,GA_x6K02T2QD9B-18815145-18814198,gax6k02t2qd9b1881514518814198,ensembl:mouse
ENSMUSG00000070820,OR13P5,MOR258-2,mor2582,ensembl:mouse
ENSMUSG00000070820,OR13P5,Olfr1339,olfr1339,ensembl:mouse
ENSMUSG00000095218,OR10AK14,GA_x6K02T2QD9B-18795136-18796077,gax6k02t2qd9b1879513618796077,ensembl:mouse
ENSMUSG00000095218,OR10AK14,MOR259-4P,mor2594p,ensembl:mouse
ENSMUSG00000095218,OR10AK14,MOR259-9,mor2599,ensembl:mouse
ENSMUSG00000095218,OR10AK14,Olfr1338,olfr1338,ensembl:mouse
ENSMUSG00000095218,OR10AK14,Olfr1524-ps1,olfr1524ps1,ensembl:mouse
ENSMUSG00000051879,KRT71,Ca,ca,ensembl:mouse
ENSMUSG00000051879,KRT71,Cal4,cal4,ensembl:mouse
ENSMUSG00000051879,KRT71,Cu,cu,ensembl:mouse
ENSMUSG00000051879,KRT71,Krt2-6g,krt26g,ensembl:mouse
ENSMUSG00000051879,KRT71,mK6irs,mk6irs,ensembl:mouse
ENSMUSG00000051879,KRT71,mK6irs1,mk6irs1,ensembl:mouse
ENSMUSG00000072946,PTGR2,1810016I24Rik,1810016i24rik,ensembl:mouse
ENSMUSG00000072946,PTGR2,9630002F03Rik,9630002f03rik,ensembl:mouse
ENSMUSG00000072946,PTGR2,B830026H24Rik,b830026h24rik,ensembl:mouse
ENSMUSG00000072946,PTGR2,PGR-2,pgr2,ensembl:mouse
ENSMUSG00000072946,PTGR2,Zadh1,zadh1,ensembl:mouse
ENSMUSG00000111159,OR10AK13,GA_x6K02SYWGW3-414-3,gax6k02sywgw34143,ensembl:mouse
ENSMUSG00000111159,OR10AK13,GA_x6K02T2QD9B-18767132-18768073,gax6k02t2qd9b1876713218768073,ensembl:mouse
ENSMUSG00000111159,OR10AK13,MOR259-10,mor25910,ensembl:mouse
ENSMUSG00000111159,OR10AK13,Olfr1337,olfr1337,ensembl:mouse
ENSMUSG00000111159,OR10AK13,Olfr219-ps1,olfr219ps1,ensembl:mouse
ENSMUSG00000019773,FBXO5,2510044I10Rik,2510044i10rik,ensembl:mouse
ENSMUSG00000019773,FBXO5,Emi1,emi1,ensembl:mouse
ENSMUSG00000019773,FBXO5,Fbxo31,fbxo31,ensembl:mouse
ENSMUSG00000066061,OR10AK12,GA_x6K02T2QD9B-18723799-18724749,gax6k02t2qd9b1872379918724749,ensembl:mouse
ENSMUSG00000066061,OR10AK12,GA_x6K02T2QD9B-18726774-18727577,gax6k02t2qd9b1872677418727577,ensembl:mouse
ENSMUSG00000066061,OR10AK12,MOR259-12,mor25912,ensembl:mouse
ENSMUSG00000066061,OR10AK12,MOR259-5,mor2595,ensembl:mouse
ENSMUSG00000066061,OR10AK12,Olfr1334-ps1,olfr1334ps1,ensembl:mouse
ENSMUSG00000066061,OR10AK12,Olfr1335,olfr1335,ensembl:mouse
ENSMUSG00000110947,OR10AK11,GA_x6K02T2QD9B-18703033-18703986,gax6k02t2qd9b1870303318703986,ensembl:mouse
ENSMUSG00000110947,OR10AK11,MOR259-11,mor25911,ensembl:mouse
ENSMUSG00000110947,OR10AK11,MOR259-6,mor2596,ensembl:mouse
ENSMUSG00000110947,OR10AK11,Olfr1333,olfr1333,ensembl:mouse
ENSMUSG00000083336,OR10AK10-PS1,GA_x6K02T2QD9B-18685541-18684586,gax6k02t2qd9b1868554118684586,ensembl:mouse
ENSMUSG00000083336,OR10AK10-PS1,MOR259-15_p,mor25915p,ensembl:mouse
ENSMUSG00000083336,OR10AK10-PS1,MOR259-7P,mor2597p,ensembl:mouse
ENSMUSG00000083336,OR10AK10-PS1,Olfr1332-ps1,olfr1332ps1,ensembl:mouse
ENSMUSG00000044986,TST,Rhodanese,rhodanese,ensembl:mouse
ENSMUSG00000073769,OR10AK9,GA_x6K02T2QD9B-18670866-18669913,gax6k02t2qd9b1867086618669913,ensembl:mouse
ENSMUSG00000073769,OR10AK9,MOR259-3P,mor2593p,ensembl:mouse
ENSMUSG00000073769,OR10AK9,Olfr1331,olfr1331,ensembl:mouse
ENSMUSG00000074748,ATXN7L3B,4921506J03Rik,4921506j03rik,ensembl:mouse
ENSMUSG00000074748,ATXN7L3B,6230409E21Rik,6230409e21rik,ensembl:mouse
ENSMUSG00000074748,ATXN7L3B,ENSMUSG00000074747,ensmusg00000074747,ensembl:mouse
ENSMUSG00000042298,TTC19,2010204O13Rik,2010204o13rik,ensembl:mouse
ENSMUSG00000042298,TTC19,2810460C24Rik,2810460c24rik,ensembl:mouse
ENSMUSG00000073768,OR10AK16,GA_x6K02T2QD9B-18644371-18643424,gax6k02t2qd9b1864437118643424,ensembl:mouse
ENSMUSG00000073768,OR10AK16,MOR259-8,mor2598,ensembl:mouse
ENSMUSG00000073768,OR10AK16,Olfr1330,olfr1330,ensembl:mouse
ENSMUSG00000096705,OR10AK8,GA_x6K02T2QD9B-18619941-18620882,gax6k02t2qd9b1861994118620882,ensembl:mouse
ENSMUSG00000096705,OR10AK8,MOR259-2,mor2592,ensembl:mouse
ENSMUSG00000096705,OR10AK8,Olfr1329,olfr1329,ensembl:mouse
ENSMUSG00000019774,MTRF1L,9130004K12Rik,9130004k12rik,ensembl:mouse
ENSMUSG00000071711,MPST,3MST,3mst,ensembl:mouse
ENSMUSG00000111259,OR10AK7,GA_x6K02T2QD9B-18602750-18603691,gax6k02t2qd9b1860275018603691,ensembl:mouse
ENSMUSG00000111259,OR10AK7,MOR259-1,mor2591,ensembl:mouse
ENSMUSG00000111259,OR10AK7,MOR259-13,mor25913,ensembl:mouse
ENSMUSG00000111259,OR10AK7,Olfr1328,olfr1328,ensembl:mouse
ENSMUSG00000111259,OR10AK7,Olfr1519,olfr1519,ensembl:mouse
ENSMUSG00000072718,KLRA10,Ly49i2,ly49i2,ensembl:mouse
ENSMUSG00000072718,KLRA10,Ly49J,ly49j,ensembl:mouse
ENSMUSG00000030077,CHL1,A530023M13Rik,a530023m13rik,ensembl:mouse
ENSMUSG00000030077,CHL1,CALL,call,ensembl:mouse
ENSMUSG00000030077,CHL1,close homolog of L1,closehomologofl1,ensembl:mouse
ENSMUSG00000030077,CHL1,LICAM2,licam2,ensembl:mouse
ENSMUSG00000056605,KRT72,K6irs2,k6irs2,ensembl:mouse
