ensembl_id,gene_symbol,alias,alias_norm,source
ENSG00000016490,CLCA1,CLCRG1,clcrg1,ensembl:human
ENSG00000135956,TMEM127,FLJ20507,flj20507,ensembl:human
ENSG00000135956,TMEM127,FLJ22257,flj22257,ensembl:human
ENSG00000134243,SORT1,GP95,gp95,ensembl:human
ENSG00000134243,SORT1,NT3,nt3,ensembl:human
ENSG00000163162,RNF149,FLJ90504,flj90504,ensembl:human
ENSG00000055813,CCDC85A,KIAA1912,kiaa1912,ensembl:human
ENSG00000123600,METTL8,FLJ13984,flj13984,ensembl:human
ENSG00000123600,METTL8,TIP,tip,ensembl:human
ENSG00000186281,GPAT2,CT123,ct123,ensembl:human
ENSG00000135870,RC3H1,KIAA2025,kiaa2025,ensembl:human
ENSG00000135870,RC3H1,RNF198,rnf198,ensembl:human
ENSG00000135870,RC3H1,ROQUIN,roquin,ensembl:human
ENSG00000135870,RC3H1,RP5-1198E17.5,rp51198e175,ensembl:human
ENSG00000142686,C1ORF216,FLJ38984,flj38984,ensembl:human
ENSG00000117308,GALE,SDR1E1,sdr1e1,ensembl:human
ENSG00000174175,SELP,CD62,cd62,ensembl:human
ENSG00000174175,SELP,CD62P,cd62p,ensembl:human
ENSG00000174175,SELP,GMP140,gmp140,ensembl:human
ENSG00000174175,SELP,GRMP,grmp,ensembl:human
ENSG00000174175,SELP,PADGEM,padgem,ensembl:human
ENSG00000174175,SELP,PSEL,psel,ensembl:human
ENSG00000171853,TRAPPC12,CGI-87,cgi87,ensembl:human
ENSG00000171853,TRAPPC12,TTC-15,ttc15,ensembl:human
ENSG00000144589,STK11IP,KIAA1898,kiaa1898,ensembl:human
ENSG00000144589,STK11IP,LIP1,lip1,ensembl:human
ENSG00000144589,STK11IP,LKB1IP,lkb1ip,ensembl:human
ENSG00000144589,STK11IP,STK11IP1,stk11ip1,ensembl:human
ENSG00000171612,SLC25A33,BMSC-MCP,bmscmcp,ensembl:human
ENSG00000171612,SLC25A33,MGC4399,mgc4399,ensembl:human
ENSG00000171612,SLC25A33,PNC1,pnc1,ensembl:human
ENSG00000143624,INTS3,C1ORF60,c1orf60,ensembl:human
ENSG00000143624,INTS3,FLJ21919,flj21919,ensembl:human
ENSG00000143624,INTS3,INT3,int3,ensembl:human
ENSG00000143624,INTS3,SOSS-A,sossa,ensembl:human
ENSG00000188687,SLC4A5,NBC4,nbc4,ensembl:human
ENSG00000137996,RTCA,RPC,rpc,ensembl:human
ENSG00000137996,RTCA,RTC1,rtc1,ensembl:human
ENSG00000137996,RTCA,RTCD1,rtcd1,ensembl:human
ENSG00000134371,CDC73,C1ORF28,c1orf28,ensembl:human
ENSG00000134371,CDC73,FIHP,fihp,ensembl:human
ENSG00000134371,CDC73,HRPT1,hrpt1,ensembl:human
ENSG00000134371,CDC73,HRPT2,hrpt2,ensembl:human
ENSG00000134371,CDC73,PARAFIBROMIN,parafibromin,ensembl:human
ENSG00000123992,DNPEP,ASPEP,aspep,ensembl:human
ENSG00000123992,DNPEP,DAP,dap,ensembl:human
ENSG00000116906,GNPAT,DAP-AT,dapat,ensembl:human
ENSG00000116906,GNPAT,DHAPAT,dhapat,ensembl:human
ENSG00000152133,GPATCH11,CCDC75,ccdc75,ensembl:human
ENSG00000152133,GPATCH11,CENP-Y,cenpy,ensembl:human
ENSG00000152133,GPATCH11,FLJ38348,flj38348,ensembl:human
ENSG00000144057,ST6GAL2,KIAA1877,kiaa1877,ensembl:human
ENSG00000144057,ST6GAL2,SIAT2,siat2,ensembl:human
ENSG00000144057,ST6GAL2,ST6GALII,st6galii,ensembl:human
ENSG00000163082,SGPP2,FLJ39004,flj39004,ensembl:human
ENSG00000163082,SGPP2,SPP2,spp2,ensembl:human
ENSG00000243244,STON1,SBLF,sblf,ensembl:human
ENSG00000243244,STON1,STONED-B1,stonedb1,ensembl:human
ENSG00000162630,B3GALT2,BETA3GAL-T2,beta3galt2,ensembl:human
ENSG00000121310,ECHDC2,FLJ10948,flj10948,ensembl:human
ENSG00000003400,CASP10,FLICE-2,flice2,ensembl:human
ENSG00000003400,CASP10,MCH4,mch4,ensembl:human
ENSG00000128708,HAT1,KAT1,kat1,ensembl:human
ENSG00000168427,KLHL30,FLJ43374,flj43374,ensembl:human
ENSG00000048991,R3HDM1,KIAA0029,kiaa0029,ensembl:human
ENSG00000048991,R3HDM1,R3HDM,r3hdm,ensembl:human
ENSG00000197530,MIB2,FLJ39787,flj39787,ensembl:human
ENSG00000197530,MIB2,SKELETROPHIN,skeletrophin,ensembl:human
ENSG00000197530,MIB2,ZZANK1,zzank1,ensembl:human
ENSG00000197530,MIB2,ZZZ5,zzz5,ensembl:human
ENSG00000138399,FASTKD1,FLJ21901,flj21901,ensembl:human
ENSG00000138036,DYNC2LI1,CGI-60,cgi60,ensembl:human
ENSG00000138036,DYNC2LI1,D2LIC,d2lic,ensembl:human
ENSG00000138036,DYNC2LI1,DKFZP564A033,dkfzp564a033,ensembl:human
ENSG00000138036,DYNC2LI1,LIC3,lic3,ensembl:human
ENSG00000152292,SH2D6,FLJ35993,flj35993,ensembl:human
ENSG00000152292,SH2D6,SLNK,slnk,ensembl:human
ENSG00000144034,TPRKB,CGI-121,cgi121,ensembl:human
ENSG00000066248,NGEF,ARHGEF27,arhgef27,ensembl:human
ENSG00000187957,DNER,BET,bet,ensembl:human
ENSG00000187957,DNER,UNQ26,unq26,ensembl:human
ENSG00000018280,SLC11A1,LSH,lsh,ensembl:human
ENSG00000018280,SLC11A1,NRAMP,nramp,ensembl:human
ENSG00000018280,SLC11A1,NRAMP1,nramp1,ensembl:human
ENSG00000186453,FAM228A,C2ORF84,c2orf84,ensembl:human
ENSG00000186453,FAM228A,FLJ30851,flj30851,ensembl:human
ENSG00000136709,WDR33,FLJ11294,flj11294,ensembl:human
ENSG00000136709,WDR33,NET14,net14,ensembl:human
ENSG00000136709,WDR33,WDC146,wdc146,ensembl:human
ENSG00000150938,CRIM1,S52,s52,ensembl:human
ENSG00000021826,CPS1,GATD6,gatd6,ensembl:human
ENSG00000120948,TARDBP,ALS10,als10,ensembl:human
ENSG00000120948,TARDBP,TDP-43,tdp43,ensembl:human
ENSG00000118197,DDX59,DKFZP564B1023,dkfzp564b1023,ensembl:human
ENSG00000118197,DDX59,ZNHIT5,znhit5,ensembl:human
ENSG00000143612,C1ORF43,DKFZP586G1722,dkfzp586g1722,ensembl:human
ENSG00000143612,C1ORF43,NICE-3,nice3,ensembl:human
ENSG00000177888,ZBTB41,DKFZP686C06120,dkfzp686c06120,ensembl:human
ENSG00000177888,ZBTB41,FLJ36199,flj36199,ensembl:human
ENSG00000177888,ZBTB41,FRBZ1,frbz1,ensembl:human
ENSG00000177888,ZBTB41,ZNF924,znf924,ensembl:human
ENSG00000117394,SLC2A1,CSE,cse,ensembl:human
ENSG00000117394,SLC2A1,DYT18,dyt18,ensembl:human
ENSG00000117394,SLC2A1,DYT9,dyt9,ensembl:human
ENSG00000117394,SLC2A1,GLUT,glut,ensembl:human
ENSG00000117394,SLC2A1,GLUT-1,glut1,ensembl:human
ENSG00000117394,SLC2A1,HTLVR,htlvr,ensembl:human
ENSG00000143036,SLC44A3,CTL3,ctl3,ensembl:human
ENSG00000143036,SLC44A3,MGC45474,mgc45474,ensembl:human
ENSG00000184371,CSF1,M-CSF,mcsf,ensembl:human
ENSG00000184371,CSF1,MGC31930,mgc31930,ensembl:human
ENSG00000198771,RCSD1,CAPZIP,capzip,ensembl:human
ENSG00000198771,RCSD1,MGC21854,mgc21854,ensembl:human
ENSG00000198771,RCSD1,MK2S4,mk2s4,ensembl:human
ENSG00000115593,SMYD1,BOP,bop,ensembl:human
ENSG00000115593,SMYD1,KMT3D,kmt3d,ensembl:human
ENSG00000115593,SMYD1,ZMYND22,zmynd22,ensembl:human
ENSG00000142661,MYOM3,FLJ35961,flj35961,ensembl:human
ENSG00000250565,ATP6V1E2,ATP6E1,atp6e1,ensembl:human
ENSG00000250565,ATP6V1E2,ATP6EL2,atp6el2,ensembl:human
ENSG00000250565,ATP6V1E2,ATP6V1EL2,atp6v1el2,ensembl:human
ENSG00000250565,ATP6V1E2,MGC9341,mgc9341,ensembl:human
ENSG00000250565,ATP6V1E2,VMA4,vma4,ensembl:human
ENSG00000054523,KIF1B,CMT2,cmt2,ensembl:human
ENSG00000054523,KIF1B,CMT2A,cmt2a,ensembl:human
ENSG00000054523,KIF1B,HMSNII,hmsnii,ensembl:human
ENSG00000054523,KIF1B,KIAA0591,kiaa0591,ensembl:human
ENSG00000054523,KIF1B,KLP,klp,ensembl:human
ENSG00000091436,MAP3K20,MLK7,mlk7,ensembl:human
ENSG00000091436,MAP3K20,MLTK,mltk,ensembl:human
ENSG00000091436,MAP3K20,MLTKALPHA,mltkalpha,ensembl:human
ENSG00000091436,MAP3K20,MLTKBETA,mltkbeta,ensembl:human
ENSG00000091436,MAP3K20,MRK,mrk,ensembl:human
ENSG00000091436,MAP3K20,ZAK,zak,ensembl:human
ENSG00000169554,ZEB2,KIAA0569,kiaa0569,ensembl:human
ENSG00000169554,ZEB2,SIP-1,sip1,ensembl:human
ENSG00000169554,ZEB2,ZFHX1B,zfhx1b,ensembl:human
ENSG00000143947,RPS27A,ES31,es31,ensembl:human
ENSG00000143947,RPS27A,S27A,s27a,ensembl:human
ENSG00000143947,RPS27A,UBA80,uba80,ensembl:human
ENSG00000143947,RPS27A,UBCEP80,ubcep80,ensembl:human
ENSG00000172878,METAP1D,MAP1D,map1d,ensembl:human
ENSG00000172878,METAP1D,METAP1L,metap1l,ensembl:human
ENSG00000066294,CD84,HCD84,hcd84,ensembl:human
ENSG00000066294,CD84,MCD84,mcd84,ensembl:human
ENSG00000066294,CD84,SLAMF5,slamf5,ensembl:human
ENSG00000061676,NCKAP1,HEM2,hem2,ensembl:human
ENSG00000061676,NCKAP1,NAP1,nap1,ensembl:human
ENSG00000061676,NCKAP1,NAP125,nap125,ensembl:human
ENSG00000155367,PPM1J,DKFZP434P1514,dkfzp434p1514,ensembl:human
ENSG00000155367,PPM1J,FLJ35951,flj35951,ensembl:human
ENSG00000155367,PPM1J,MGC19531,mgc19531,ensembl:human
ENSG00000155367,PPM1J,PP2CZETA,pp2czeta,ensembl:human
ENSG00000155367,PPM1J,PPP2CZ,ppp2cz,ensembl:human
ENSG00000162378,ZYG11B,FLJ13456,flj13456,ensembl:human
ENSG00000162378,ZYG11B,ZYG11,zyg11,ensembl:human
ENSG00000076258,FMO4,FMO2,fmo2,ensembl:human
ENSG00000198815,FOXJ3,KIAA1041,kiaa1041,ensembl:human
ENSG00000198715,GLMP,C1ORF85,c1orf85,ensembl:human
ENSG00000198715,GLMP,LNC-UCID,lncucid,ensembl:human
ENSG00000198715,GLMP,MGC31963,mgc31963,ensembl:human
ENSG00000198715,GLMP,NCU-G1,ncug1,ensembl:human
ENSG00000162444,RBP7,CRBPIV,crbpiv,ensembl:human
ENSG00000162711,NLRP3,AGTAVPRL,agtavprl,ensembl:human
ENSG00000162711,NLRP3,AII,aii,ensembl:human
ENSG00000162711,NLRP3,AVP,avp,ensembl:human
ENSG00000162711,NLRP3,C1ORF7,c1orf7,ensembl:human
ENSG00000162711,NLRP3,CIAS1,cias1,ensembl:human
ENSG00000162711,NLRP3,CLR1.1,clr11,ensembl:human
ENSG00000162711,NLRP3,DFNA34,dfna34,ensembl:human
ENSG00000162711,NLRP3,FCAS,fcas,ensembl:human
ENSG00000162711,NLRP3,FCU,fcu,ensembl:human
ENSG00000162711,NLRP3,MWS,mws,ensembl:human
ENSG00000162711,NLRP3,NALP3,nalp3,ensembl:human
ENSG00000162711,NLRP3,PYPAF1,pypaf1,ensembl:human
ENSG00000136560,TANK,I-TRAF,itraf,ensembl:human
ENSG00000136560,TANK,TRAF2,traf2,ensembl:human
ENSG00000162407,PLPP3,LPP3,lpp3,ensembl:human
ENSG00000162407,PLPP3,PAP-2B,pap2b,ensembl:human
ENSG00000162407,PLPP3,PPAP2B,ppap2b,ensembl:human
ENSG00000198625,MDM4,HDMX,hdmx,ensembl:human
ENSG00000198625,MDM4,MDMX,mdmx,ensembl:human
ENSG00000116863,ADPRS,ADPRHL2,adprhl2,ensembl:human
ENSG00000116863,ADPRS,ARH3,arh3,ensembl:human
ENSG00000116863,ADPRS,FLJ20446,flj20446,ensembl:human
ENSG00000187583,PLEKHN1,DKFZP434H2010,dkfzp434h2010,ensembl:human
ENSG00000115590,IL1R2,CD121B,cd121b,ensembl:human
ENSG00000115590,IL1R2,IL1RB,il1rb,ensembl:human
ENSG00000132854,KANK4,ANKRD38,ankrd38,ensembl:human
ENSG00000132854,KANK4,KIAA0172,kiaa0172,ensembl:human
ENSG00000143507,DUSP10,MKP-5,mkp5,ensembl:human
ENSG00000197872,CYRIA,CYRI-A,cyria,ensembl:human
ENSG00000197872,CYRIA,DKFZP566A1524,dkfzp566a1524,ensembl:human
ENSG00000197872,CYRIA,FAM49A,fam49a,ensembl:human
ENSG00000197872,CYRIA,FLJ11080,flj11080,ensembl:human
ENSG00000137936,BCAR3,AND-34,and34,ensembl:human
ENSG00000137936,BCAR3,MIG7,mig7,ensembl:human
ENSG00000137936,BCAR3,NSP2,nsp2,ensembl:human
ENSG00000137936,BCAR3,SH2D3B,sh2d3b,ensembl:human
ENSG00000182827,ACBD3,GCP60,gcp60,ensembl:human
ENSG00000182827,ACBD3,GOCAP1,gocap1,ensembl:human
ENSG00000182827,ACBD3,GOLPH1,golph1,ensembl:human
ENSG00000182827,ACBD3,PAP7,pap7,ensembl:human
ENSG00000085840,ORC1,HSORC1,hsorc1,ensembl:human
ENSG00000085840,ORC1,ORC1L,orc1l,ensembl:human
ENSG00000085840,ORC1,PARC1,parc1,ensembl:human
ENSG00000173744,AGFG1,HRB,hrb,ensembl:human
ENSG00000173744,AGFG1,RAB,rab,ensembl:human
ENSG00000173744,AGFG1,RIP,rip,ensembl:human
ENSG00000187642,PERM1,C1ORF170,c1orf170,ensembl:human
ENSG00000187642,PERM1,MGC13275,mgc13275,ensembl:human
ENSG00000187642,PERM1,RP11-54O7.8,rp1154o78,ensembl:human
ENSG00000116514,RNF19B,FLJ90005,flj90005,ensembl:human
ENSG00000116514,RNF19B,IBRDC3,ibrdc3,ensembl:human
ENSG00000116514,RNF19B,NKLAM,nklam,ensembl:human
ENSG00000152763,DNAI4,DIC4,dic4,ensembl:human
ENSG00000152763,DNAI4,FLJ23129,flj23129,ensembl:human
ENSG00000152763,DNAI4,WDR78,wdr78,ensembl:human
ENSG00000186854,TRABD2A,C2ORF89,c2orf89,ensembl:human
ENSG00000186854,TRABD2A,TIKI1,tiki1,ensembl:human
ENSG00000153246,PLA2R1,CLEC13C,clec13c,ensembl:human
ENSG00000153246,PLA2R1,PLA2-R,pla2r,ensembl:human
ENSG00000153246,PLA2R1,PLA2G1R,pla2g1r,ensembl:human
ENSG00000153246,PLA2R1,PLA2IR,pla2ir,ensembl:human
ENSG00000263961,RHEX,C1ORF186,c1orf186,ensembl:human
ENSG00000263961,RHEX,FLJ16052,flj16052,ensembl:human
ENSG00000158864,NDUFS2,CI-49,ci49,ensembl:human
ENSG00000163002,NUP35,MP44,mp44,ensembl:human
ENSG00000115827,DCAF17,C2ORF37,c2orf37,ensembl:human
ENSG00000115827,DCAF17,FLJ13096,flj13096,ensembl:human
ENSG00000158859,ADAMTS4,ADAMTS-2,adamts2,ensembl:human
ENSG00000158859,ADAMTS4,ADMP-1,admp1,ensembl:human
ENSG00000158859,ADAMTS4,KIAA0688,kiaa0688,ensembl:human
ENSG00000159596,TMEM69,C1ORF154,c1orf154,ensembl:human
ENSG00000159596,TMEM69,FLJ21029,flj21029,ensembl:human
ENSG00000127463,EMC1,KIAA0090,kiaa0090,ensembl:human
ENSG00000136536,MARCHF7,AXOT,axot,ensembl:human
ENSG00000136536,MARCHF7,MARCH-VII,marchvii,ensembl:human
ENSG00000136536,MARCHF7,MARCH7,march7,ensembl:human
ENSG00000136536,MARCHF7,RNF177,rnf177,ensembl:human
ENSG00000143537,ADAM15,MDC15,mdc15,ensembl:human
ENSG00000158158,CNNM4,ACDP4,acdp4,ensembl:human
ENSG00000158158,CNNM4,KIAA1592,kiaa1592,ensembl:human
ENSG00000158158,CNNM4,SLC70A4,slc70a4,ensembl:human
ENSG00000168958,MFF,C2ORF33,c2orf33,ensembl:human
ENSG00000168958,MFF,GL004,gl004,ensembl:human
ENSG00000118246,FASTKD2,KIAA0971,kiaa0971,ensembl:human
ENSG00000241399,CD302,BIMLEC,bimlec,ensembl:human
ENSG00000241399,CD302,CLEC13A,clec13a,ensembl:human
ENSG00000241399,CD302,DCL-1,dcl1,ensembl:human
ENSG00000241399,CD302,KIAA0022,kiaa0022,ensembl:human
ENSG00000152154,TMEM178A,MGC33926,mgc33926,ensembl:human
ENSG00000152154,TMEM178A,TMEM178,tmem178,ensembl:human
ENSG00000180228,PRKRA,DYT16,dyt16,ensembl:human
ENSG00000180228,PRKRA,HSD14,hsd14,ensembl:human
ENSG00000180228,PRKRA,PACT,pact,ensembl:human
ENSG00000180228,PRKRA,RAX,rax,ensembl:human
ENSG00000198586,TLK1,KIAA0137,kiaa0137,ensembl:human
ENSG00000198586,TLK1,PKU-BETA,pkubeta,ensembl:human
ENSG00000115414,FN1,CIG,cig,ensembl:human
ENSG00000115414,FN1,FINC,finc,ensembl:human
ENSG00000115414,FN1,GFND2,gfnd2,ensembl:human
ENSG00000115414,FN1,LETS,lets,ensembl:human
ENSG00000115414,FN1,LNC-ABCA12-8,lncabca128,ensembl:human
ENSG00000115414,FN1,MSF,msf,ensembl:human
ENSG00000160785,SLC25A44,FLJ90431,flj90431,ensembl:human
ENSG00000160785,SLC25A44,KIAA0446,kiaa0446,ensembl:human
ENSG00000157978,LDLRAP1,ARH,arh,ensembl:human
ENSG00000157978,LDLRAP1,ARH2,arh2,ensembl:human
ENSG00000157978,LDLRAP1,DKFZP586D0624,dkfzp586d0624,ensembl:human
ENSG00000157978,LDLRAP1,FHCB1,fhcb1,ensembl:human
ENSG00000157978,LDLRAP1,FHCB2,fhcb2,ensembl:human
ENSG00000157978,LDLRAP1,MGC34705,mgc34705,ensembl:human
ENSG00000127483,HP1BP3,HP1-BP74,hp1bp74,ensembl:human
ENSG00000054267,ARID4B,BCAA,bcaa,ensembl:human
ENSG00000054267,ARID4B,BRCAA1,brcaa1,ensembl:human
ENSG00000054267,ARID4B,RBP1L1,rbp1l1,ensembl:human
ENSG00000054267,ARID4B,SAP180,sap180,ensembl:human
ENSG00000171608,PIK3CD,P110D,p110d,ensembl:human
ENSG00000116213,WRAP73,WDR8,wdr8,ensembl:human
ENSG00000174827,PDZK1,CAP70,cap70,ensembl:human
ENSG00000174827,PDZK1,CLAMP,clamp,ensembl:human
ENSG00000174827,PDZK1,NAPI-CAP1,napicap1,ensembl:human
ENSG00000174827,PDZK1,NHERF3,nherf3,ensembl:human
ENSG00000174827,PDZK1,PDZD1,pdzd1,ensembl:human
ENSG00000130766,SESN2,DKFZP761M0212,dkfzp761m0212,ensembl:human
ENSG00000130766,SESN2,HI95,hi95,ensembl:human
ENSG00000130766,SESN2,SES2,ses2,ensembl:human
ENSG00000130766,SESN2,SEST2,sest2,ensembl:human
ENSG00000083444,PLOD1,LH1,lh1,ensembl:human
ENSG00000083444,PLOD1,LLH,llh,ensembl:human
ENSG00000083444,PLOD1,PLOD,plod,ensembl:human
ENSG00000179914,ITLN1,FLJ20022,flj20022,ensembl:human
ENSG00000179914,ITLN1,HINTL,hintl,ensembl:human
ENSG00000179914,ITLN1,HL-1,hl1,ensembl:human
ENSG00000179914,ITLN1,ITLN,itln,ensembl:human
ENSG00000179914,ITLN1,LFR,lfr,ensembl:human
ENSG00000162739,SLAMF6,CD352,cd352,ensembl:human
ENSG00000162739,SLAMF6,KALI,kali,ensembl:human
ENSG00000162739,SLAMF6,KALIB,kalib,ensembl:human
ENSG00000162739,SLAMF6,LY108,ly108,ensembl:human
ENSG00000162739,SLAMF6,NTB-A,ntba,ensembl:human
ENSG00000162739,SLAMF6,SF2000,sf2000,ensembl:human
ENSG00000171603,CLSTN1,CDHR12,cdhr12,ensembl:human
ENSG00000171603,CLSTN1,CSTN1,cstn1,ensembl:human
ENSG00000171603,CLSTN1,KIAA0911,kiaa0911,ensembl:human
ENSG00000213088,ACKR1,CCBP1,ccbp1,ensembl:human
ENSG00000213088,ACKR1,CD234,cd234,ensembl:human
ENSG00000213088,ACKR1,DARC,darc,ensembl:human
ENSG00000213088,ACKR1,DFY,dfy,ensembl:human
ENSG00000213088,ACKR1,FY,fy,ensembl:human
ENSG00000213088,ACKR1,GPD,gpd,ensembl:human
ENSG00000065600,PACC1,ASOR,asor,ensembl:human
ENSG00000065600,PACC1,C1ORF75,c1orf75,ensembl:human
ENSG00000065600,PACC1,FLJ10874,flj10874,ensembl:human
ENSG00000065600,PACC1,PAC,pac,ensembl:human
ENSG00000065600,PACC1,PAORAC,paorac,ensembl:human
ENSG00000065600,PACC1,TMEM206,tmem206,ensembl:human
ENSG00000171793,CTPS1,CTPS,ctps,ensembl:human
ENSG00000171793,CTPS1,GATD5A,gatd5a,ensembl:human
ENSG00000183853,KIRREL1,KIRREL,kirrel,ensembl:human
ENSG00000183853,KIRREL1,NEPH1,neph1,ensembl:human
ENSG00000117262,GPR89A,UNQ192,unq192,ensembl:human
ENSG00000134717,BTF3L4,MGC23908,mgc23908,ensembl:human
ENSG00000143549,TPM3,NEM1,nem1,ensembl:human
ENSG00000143549,TPM3,TRK,trk,ensembl:human
ENSG00000135632,SMYD5,NN8-4AG,nn84ag,ensembl:human
ENSG00000135632,SMYD5,RAI15,rai15,ensembl:human
ENSG00000135632,SMYD5,RRG1,rrg1,ensembl:human
ENSG00000135632,SMYD5,ZMYND23,zmynd23,ensembl:human
ENSG00000152689,RASGRP3,CALDAG-GEFIII,caldaggefiii,ensembl:human
ENSG00000152689,RASGRP3,GRP3,grp3,ensembl:human
ENSG00000152689,RASGRP3,KIAA0846,kiaa0846,ensembl:human
ENSG00000203697,CAPN8,NCL-2,ncl2,ensembl:human
ENSG00000117758,STX12,STX13,stx13,ensembl:human
ENSG00000117758,STX12,STX14,stx14,ensembl:human
ENSG00000174348,PODN,MGC24995,mgc24995,ensembl:human
ENSG00000174348,PODN,PCAN,pcan,ensembl:human
ENSG00000174348,PODN,PODOCAN,podocan,ensembl:human
ENSG00000174348,PODN,SLRR5A,slrr5a,ensembl:human
ENSG00000117682,DHDDS,DS,ds,ensembl:human
ENSG00000117682,DHDDS,FLJ13102,flj13102,ensembl:human
ENSG00000117682,DHDDS,HCIT,hcit,ensembl:human
ENSG00000117682,DHDDS,HDS,hds,ensembl:human
ENSG00000117682,DHDDS,RP59,rp59,ensembl:human
ENSG00000163449,TMEM169,FLJ34263,flj34263,ensembl:human
ENSG00000157851,DPYSL5,CRAM,cram,ensembl:human
ENSG00000157851,DPYSL5,CRMP-5,crmp5,ensembl:human
ENSG00000157851,DPYSL5,CV2,cv2,ensembl:human
ENSG00000157851,DPYSL5,ULIP6,ulip6,ensembl:human
ENSG00000186132,C2ORF76,AIM29,aim29,ensembl:human
ENSG00000186132,C2ORF76,LOC130355,loc130355,ensembl:human
ENSG00000186132,C2ORF76,MGC104437,mgc104437,ensembl:human
ENSG00000180758,GPR157,FLJ12132,flj12132,ensembl:human
ENSG00000132716,DCAF8,FLJ35857,flj35857,ensembl:human
ENSG00000132716,DCAF8,H326,h326,ensembl:human
ENSG00000132716,DCAF8,WDR42A,wdr42a,ensembl:human
ENSG00000183607,GKN2,BLOTTIN,blottin,ensembl:human
ENSG00000183607,GKN2,BRICD1B,bricd1b,ensembl:human
ENSG00000183607,GKN2,GDDR,gddr,ensembl:human
ENSG00000183607,GKN2,PRO813,pro813,ensembl:human
ENSG00000183607,GKN2,TFIZ1,tfiz1,ensembl:human
ENSG00000183607,GKN2,VLTI465,vlti465,ensembl:human
ENSG00000115998,C2ORF42,FLJ20558,flj20558,ensembl:human
ENSG00000173272,MZT2A,FAM128A,fam128a,ensembl:human
ENSG00000173272,MZT2A,MOZART2A,mozart2a,ensembl:human
ENSG00000068878,PSME4,KIAA0077,kiaa0077,ensembl:human
ENSG00000068878,PSME4,PA200,pa200,ensembl:human
ENSG00000144445,KANSL1L,C2ORF67,c2orf67,ensembl:human
ENSG00000144445,KANSL1L,FLJ23861,flj23861,ensembl:human
ENSG00000144445,KANSL1L,FLJ32349,flj32349,ensembl:human
ENSG00000144445,KANSL1L,KIAA1267L,kiaa1267l,ensembl:human
ENSG00000144445,KANSL1L,MSL1V2,msl1v2,ensembl:human
ENSG00000036549,ZZZ3,ATAC1,atac1,ensembl:human
ENSG00000036549,ZZZ3,DKFZP564I052,dkfzp564i052,ensembl:human
ENSG00000158417,EIF5B,DKFZP434I036,dkfzp434i036,ensembl:human
ENSG00000158417,EIF5B,FLJ10524,flj10524,ensembl:human
ENSG00000158417,EIF5B,IF2,if2,ensembl:human
ENSG00000158417,EIF5B,KIAA0741,kiaa0741,ensembl:human
ENSG00000143156,NME7,CFAP67,cfap67,ensembl:human
ENSG00000143156,NME7,FLJ37194,flj37194,ensembl:human
ENSG00000143156,NME7,NM23-H7,nm23h7,ensembl:human
ENSG00000115042,FAHD2A,CGI-105,cgi105,ensembl:human
ENSG00000163273,NPPC,CNP,cnp,ensembl:human
ENSG00000144306,SCRN3,FLJ23142,flj23142,ensembl:human
ENSG00000097033,SH3GLB1,BIF-1,bif1,ensembl:human
ENSG00000097033,SH3GLB1,CGI-61,cgi61,ensembl:human
ENSG00000097033,SH3GLB1,KIAA0491,kiaa0491,ensembl:human
ENSG00000097033,SH3GLB1,PPP1R70,ppp1r70,ensembl:human
ENSG00000198570,RD3,C1ORF36,c1orf36,ensembl:human
ENSG00000198570,RD3,LCA12,lca12,ensembl:human
ENSG00000158019,BABAM2,BRCC4,brcc4,ensembl:human
ENSG00000158019,BABAM2,BRCC45,brcc45,ensembl:human
ENSG00000158019,BABAM2,BRE,bre,ensembl:human
ENSG00000187801,ZFP69B,FLJ34293,flj34293,ensembl:human
ENSG00000187801,ZFP69B,ZKSCAN23B,zkscan23b,ensembl:human
ENSG00000187801,ZFP69B,ZNF643,znf643,ensembl:human
ENSG00000187801,ZFP69B,ZSCAN54B,zscan54b,ensembl:human
ENSG00000158773,USF1,BHLHB11,bhlhb11,ensembl:human
ENSG00000158773,USF1,MLTFI,mltfi,ensembl:human
ENSG00000158773,USF1,UEF,uef,ensembl:human
ENSG00000115386,REG1A,PSP,psp,ensembl:human
ENSG00000115386,REG1A,PSPS,psps,ensembl:human
ENSG00000115386,REG1A,PSPS1,psps1,ensembl:human
ENSG00000115386,REG1A,PTP,ptp,ensembl:human
ENSG00000115386,REG1A,REG,reg,ensembl:human
ENSG00000188177,ZC3H6,FLJ41410,flj41410,ensembl:human
ENSG00000188177,ZC3H6,FLJ45877,flj45877,ensembl:human
ENSG00000188177,ZC3H6,KIAA2035,kiaa2035,ensembl:human
ENSG00000188177,ZC3H6,ZC3HDC6,zc3hdc6,ensembl:human
ENSG00000115966,ATF2,CRE-BP1,crebp1,ensembl:human
ENSG00000115966,ATF2,CREB2,creb2,ensembl:human
ENSG00000115966,ATF2,HB16,hb16,ensembl:human
ENSG00000115966,ATF2,TREB7,treb7,ensembl:human
ENSG00000116663,FBXO6,FBG2,fbg2,ensembl:human
ENSG00000116663,FBXO6,FBS2,fbs2,ensembl:human
ENSG00000116663,FBXO6,FBX6,fbx6,ensembl:human
ENSG00000116663,FBXO6,FBX6B,fbx6b,ensembl:human
ENSG00000126091,ST3GAL3,MRT12,mrt12,ensembl:human
ENSG00000126091,ST3GAL3,SIAT6,siat6,ensembl:human
ENSG00000169756,LIMS1,PINCH,pinch,ensembl:human
